GCF_000025345.1	526225	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Geodermatophilales, Geodermatophilaceae, Geodermatophilus, Geodermatophilus obscurus DSM 43160
GCF_000213215.1	933801	Archaea, TACK group, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Acidianus, Acidianus hospitalis W1
GCF_001729525.1	1703	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Brevibacteriaceae, Brevibacterium linens
GCF_000376645.1	1316932	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Mannheimia, Mannheimia haemolytica M42548
GCF_000007025.1	272944	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group, Rickettsia conorii str. Malish 7
GCF_000025965.1	76114	Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Aromatoleum, Aromatoleum aromaticum EbN1
GCF_000091305.1	680198	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces scabiei 87.22
GCF_000152245.2	903814	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Eubacteriaceae, Eubacterium, Eubacterium limosum KIST612
GCF_000008505.1	281309	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus thuringiensis, [Bacillus thuringiensis] serovar konkukian str. 97-27
GCF_000027165.1	365659	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus mitis B6
GCF_000016785.1	390874	Bacteria, Thermotogae, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga, Thermotoga petrophila RKU-1
GCF_000009865.1	279808	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus haemolyticus JCSC1435
GCF_000330885.1	698761	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium, Rhizobium tropici CIAT 899
GCF_000024405.1	526218	Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Sebaldella, Sebaldella termitidis ATCC 33386
GCF_000331995.1	1121335	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Hungateiclostridiaceae, Thermoclostridium, Thermoclostridium stercorarium, Thermoclostridium stercorarium subsp. stercorarium DSM 8532
GCF_000007945.1	233412	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, [Haemophilus] ducreyi 35000HP
GCF_000025005.1	525904	Bacteria, Terrabacteria group, unclassified Terrabacteria group, Thermobaculum, Thermobaculum terrenum ATCC BAA-798
GCF_000027225.1	406818	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus, Xenorhabdus bovienii SS-2004
GCF_000814825.1	1531429	Bacteria, Terrabacteria group, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Coriobacteriaceae bacterium 68-1-3
GCF_000008645.1	187420	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanothermobacter, Methanothermobacter thermautotrophicus str. Delta H
GCF_000006765.1	208964	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas aeruginosa group, Pseudomonas aeruginosa PAO1
GCF_000953535.1	1562970	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Fermentimonas caenicola
GCF_000007365.1	198804	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Buchnera, Buchnera aphidicola, Buchnera aphidicola str. Sg (Schizaphis graminum)
GCF_001046955.1	988812	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Marinovum, Marinovum algicola DG 898
GCF_000012545.1	339860	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanosphaera, Methanosphaera stadtmanae DSM 3091
GCF_000832985.1	1348623	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus megaterium NBRC 15308 = ATCC 14581
GCF_000145295.1	79929	Archaea, Euryarchaeota, Methanomada group, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanothermobacter, Methanothermobacter marburgensis str. Marburg
GCF_000144695.1	574087	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Halanaerobiales, Halobacteroidaceae, Acetohalobium, Acetohalobium arabaticum DSM 5501
GCF_000013145.1	205920	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Ehrlichia, canis group, Ehrlichia chaffeensis str. Arkansas
GCF_000224105.1	743965	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma putrefaciens KS1
GCF_000189775.2	858215	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family III. Incertae Sedis, Thermoanaerobacterium, Thermoanaerobacterium xylanolyticum LX-11
GCF_000196035.1	169963	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Listeriaceae, Listeria, Listeria monocytogenes EGD-e
GCF_001553955.1	34062	Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella osloensis
GCF_001187785.1	1579979	Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Wenzhouxiangellaceae, Wenzhouxiangella marina
GCF_001011035.1	444103	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces sp. CNQ-509
GCF_000011365.1	224911	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Bradyrhizobium, Bradyrhizobium diazoefficiens USDA 110
GCF_000317835.1	937777	Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus, Deinococcus peraridilitoris DSM 19664
GCF_000964565.1	29486	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Yersinia ruckeri
GCF_000147815.2	653045	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, Streptomyces violaceusniger Tu 4113
GCF_000252445.1	745776	Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus, Deinococcus gobiensis I-0
GCF_000013205.1	321327	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. JA-3-3Ab
GCF_000023985.1	573064	Archaea, Euryarchaeota, Methanomada group, Methanococci, Methanococcales, Methanocaldococcaceae, Methanocaldococcus, Methanocaldococcus fervens AG86
GCF_000146065.2	459349	Bacteria, FCB group, Candidatus Cloacimonetes, Candidatus Cloacimonas, Candidatus Cloacimonas acidaminovorans str. Evry
GCF_000012605.1	317025	Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Hydrogenovibrio, Hydrogenovibrio crunogenus XCL-2
GCF_000010425.1	367928	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium adolescentis ATCC 15703
GCF_000011025.1	680646	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Rothia, Rothia mucilaginosa DY-18
GCF_000204925.1	1006006	Archaea, TACK group, Crenarchaeota, Thermoprotei, Sulfolobales, Sulfolobaceae, Metallosphaera, Metallosphaera cuprina Ar-4
GCF_001698225.1	2055	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Gordoniaceae, Gordonia terrae
GCF_001687565.2	1185653	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Planococcaceae, Planococcus, Planococcus antarcticus DSM 14505
GCF_001460635.1	76936	Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter typhlonius
GCF_000504125.1	1300150	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, Enterococcus mundtii QU 25
GCF_000196855.1	762550	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Leuconostoc, Leuconostoc gelidum, Leuconostoc gelidum subsp. gasicomitatum LMG 18811
GCF_000203855.3	220668	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus plantarum WCFS1
GCF_000010525.1	438753	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Azorhizobium, Azorhizobium caulinodans ORS 571
GCF_000023885.1	471855	Bacteria, Terrabacteria group, Actinobacteria, Coriobacteriia, Eggerthellales, Eggerthellaceae, Slackia, Slackia heliotrinireducens DSM 20476
GCF_000146165.2	211586	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, Shewanella oneidensis MR-1
GCF_000165485.1	378806	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Myxococcales, Cystobacterineae, Archangiaceae, Stigmatella, Stigmatella aurantiaca DW4/3-1
GCF_000968135.1	1288970	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Magnetospira, Magnetospira sp. QH-2
GCF_000508225.1	1423892	Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Ehrlichia, canis group, Ehrlichia muris AS145
GCF_000020485.1	373903	Bacteria, Terrabacteria group, Firmicutes, Clostridia, Halanaerobiales, Halanaerobiaceae, Halothermothrix, Halothermothrix orenii H 168
GCF_000196275.1	319795	Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus, Deinococcus geothermalis DSM 11300
GCF_000875755.1	743967	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma yeatsii GM274B
GCF_000317935.1	1208660	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella, Bordetella parapertussis Bpp5
GCF_000010665.1	573370	Bacteria, Proteobacteria, delta/epsilon subdivisions, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Desulfovibrio magneticus RS-1
GCF_000194605.1	755732	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Flavobacteriia, Flavobacteriales, Crocinitomicaceae, Fluviicola, Fluviicola taffensis DSM 16823
GCF_001483845.1	195	Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter coli
GCF_000195715.1	257313	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Bordetella, Bordetella pertussis Tohama I
GCF_002075285.2	1641165	Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Prochlorotrichaceae, Halomicronema, Halomicronema hongdechloris C2206
GCF_000747315.1	401472	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium ureicelerivorans
GCF_001443605.1	1307839	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidia, Marinilabiliales, Salinivirgaceae, Salinivirga cyanobacteriivorans
GCF_000196135.1	273121	Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Wolinella, Wolinella succinogenes DSM 1740
GCF_000831485.1	1346	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus iniae
GCF_000013045.1	309807	Bacteria, FCB group, Bacteroidetes/Chlorobi group, Bacteroidetes, Bacteroidetes Order II. Incertae sedis, Rhodothermaceae, Salinibacter, Salinibacter ruber DSM 13855
GCF_000153405.2	314282	Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Psychromonadaceae, Psychromonas, Psychromonas sp. CNPT3
GCF_000007265.1	208435	Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae 2603V/R
GCF_000953435.1	1495769	Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Zymobacter group, Candidatus Evansia muelleri
GCF_000355675.1	1298593	Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oceanospirillaceae, Thalassolituus, Thalassolituus oleivorans MIL-1
GCF_000724625.1	661478	Bacteria, Terrabacteria group, Armatimonadetes, Fimbriimonadia, Fimbriimonadales, Fimbriimonadaceae, Fimbriimonas, Fimbriimonas ginsengisoli Gsoil 348
GCF_000008745.1	115713	Bacteria, PVC group, Chlamydiae, Chlamydiia, Chlamydiales, Chlamydiaceae, Chlamydia/Chlamydophila group, Chlamydia, Chlamydia pneumoniae CWL029
GCF_000027325.1	243273	Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma genitalium G37
GCF_000009345.1	393305	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Yersinia, Yersinia enterocolitica, Yersinia enterocolitica subsp. enterocolitica 8081
GCF_000062885.1	405948	Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Saccharopolyspora, Saccharopolyspora erythraea NRRL 2338
